2024-10-23 17:39:46,206 INFO    StreamThr :1471364 [internal.py:wandb_internal():86] W&B internal server running at pid: 1471364, started at: 2024-10-23 17:39:46.168796
2024-10-23 17:39:46,208 DEBUG   HandlerThread:1471364 [handler.py:handle_request():144] handle_request: status
2024-10-23 17:39:46,209 INFO    WriterThread:1471364 [datastore.py:open_for_write():85] open: /blue/yanjun.li/tzutang.lin/RLaffinity/RLaffinity/wandb/run-20241023_173946-or81ob5y/run-or81ob5y.wandb
2024-10-23 17:39:46,211 DEBUG   SenderThread:1471364 [sender.py:send():380] send: header
2024-10-23 17:39:46,238 DEBUG   SenderThread:1471364 [sender.py:send():380] send: run
2024-10-23 17:39:46,558 DEBUG   HandlerThread:1471364 [handler.py:handle_request():144] handle_request: check_version
2024-10-23 17:39:46,561 INFO    SenderThread:1471364 [dir_watcher.py:__init__():211] watching files in: /blue/yanjun.li/tzutang.lin/RLaffinity/RLaffinity/wandb/run-20241023_173946-or81ob5y/files
2024-10-23 17:39:46,561 INFO    SenderThread:1471364 [sender.py:_start_run_threads():1122] run started: or81ob5y with start time 1729719586.170814
2024-10-23 17:39:46,561 DEBUG   SenderThread:1471364 [sender.py:send_request():407] send_request: check_version
2024-10-23 17:39:46,613 DEBUG   HandlerThread:1471364 [handler.py:handle_request():144] handle_request: run_start
2024-10-23 17:39:46,687 DEBUG   HandlerThread:1471364 [system_info.py:__init__():32] System info init
2024-10-23 17:39:46,687 DEBUG   HandlerThread:1471364 [system_info.py:__init__():47] System info init done
2024-10-23 17:39:46,687 INFO    HandlerThread:1471364 [system_monitor.py:start():181] Starting system monitor
2024-10-23 17:39:46,687 INFO    SystemMonitor:1471364 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-10-23 17:39:46,687 INFO    HandlerThread:1471364 [system_monitor.py:probe():201] Collecting system info
2024-10-23 17:39:46,693 INFO    SystemMonitor:1471364 [interfaces.py:start():190] Started cpu monitoring
2024-10-23 17:39:46,697 INFO    SystemMonitor:1471364 [interfaces.py:start():190] Started disk monitoring
2024-10-23 17:39:46,726 INFO    SystemMonitor:1471364 [interfaces.py:start():190] Started gpu monitoring
2024-10-23 17:39:46,743 INFO    SystemMonitor:1471364 [interfaces.py:start():190] Started memory monitoring
2024-10-23 17:39:46,743 INFO    SystemMonitor:1471364 [interfaces.py:start():190] Started network monitoring
2024-10-23 17:39:46,866 DEBUG   HandlerThread:1471364 [system_info.py:probe():196] Probing system
2024-10-23 17:39:46,889 DEBUG   HandlerThread:1471364 [system_info.py:_probe_git():181] Probing git
2024-10-23 17:39:46,923 DEBUG   HandlerThread:1471364 [system_info.py:_probe_git():189] Probing git done
2024-10-23 17:39:46,923 DEBUG   HandlerThread:1471364 [system_info.py:probe():244] Probing system done
